id,nodes,edges,type,result,avgcoeff,no_of_tri,closed_tri,diameter
354,3903,3693832,0,0,0.9311046623741297,13964701,0.16464327712747875,18
355,3046,2498132,1,0,0.24663733742736482,27898852,0.032543026958220526,17
356,4691,7177881,0,0,0.2598840008599158,518257832,0.037764327749407876,20
357,2497254,2009994558268,1,2,0.5740355922171027,110188129151911,0.09017833742039362,14
358,50000,570383020,3,1,0.5865764949558365,53471230792,0.0749564814442697,10
359,69956,1247846779,2,1,0.31800824541644546,104521550847,0.04627917897184841,5
360,4309,1310290,2,0,0.24217537737689754,126848226,0.038138513895991266,17
361,68581,251662427,3,1,0.3772783056261987,20581789139,0.05136316268697772,6
362,25849,76760234,0,1,0.09146668186366824,7236051017,0.012004070258316374,15
363,957,413115,2,0,0.37896108837843356,32785049,0.058805527755785424,9
364,10420,51219095,0,1,0.49308140269849865,1626610398,0.0673421273644822,14
365,5506656,208296789272,1,3,0.7174857090809144,20515833688289,0.10804297139788828,11
366,35116,207742586,2,1,0.9435415925536095,5130854385,0.13143333111788674,9
367,635398,15826254350,1,2,0.12231692452101828,793579678452,0.02257572620535234,3
368,59976,3094520,0,1,0.6215012237344897,257139380,0.07957969361356622,3
369,368295,39298502472,2,2,0.018684705955327674,636433599376,0.003460141390153367,12
370,2100183,661514622744,0,2,0.9579352175141823,25379728337993,0.12961702955725918,8
371,403888,58775265825,3,2,0.321001443426423,358615383591,0.04098304868067737,15
372,429,40556,1,0,0.20714329193260705,1892895,0.034730745786639254,15
373,1776395,1096558556567,2,2,0.8612289572742015,10982475726406,0.15752612207038977,18
374,4225,5456509,3,0,0.4195293804792194,259623869,0.05996998297139259,16
375,68,1916,2,0,0.978844868594137,30680,0.1390703074240341,7
376,37,313,3,0,0.1789310422384528,24361,0.025720772479167552,20
377,1832038,1117942153424,3,2,0.7550278934382739,13453908311375,0.10010437987793713,8
378,5638761,11754865671289,2,3,0.4245987182088752,1125441590426273,0.0641714335420419,17
379,4975401,9044538595046,3,3,0.48317003298001515,690033673168417,0.06943519671448763,15
380,155527,1294889819,1,2,0.42856974370607614,114252043098,0.07299158444030517,4
381,69446,2103813800,1,1,0.6830441586487478,44463086033,0.12290361738476165,19
382,6827292,5935659769521,0,3,0.17734249329881846,190061557438214,0.0298238724769066,1
383,40170,306560766,0,1,0.7288355278478953,17911787396,0.11902680059414035,8
384,1350351,74153083527,3,2,0.8048142460838513,4820792229403,0.1108115724118434,3
385,2363198,1027126222286,0,2,0.0655978847937646,22396543718263,0.009357413175833672,3
386,60613,165983987,1,1,0.922556527393073,1135732288,0.1542142997913197,17
387,43248,803304083,2,1,0.6168784060989452,79756120940,0.08400071210873371,8
388,2368645,998169083301,0,2,0.2686497754785565,53983946511879,0.046276680559631765,8
389,976759,237000607429,1,2,0.33873742827122066,7530769175878,0.05101985432528994,10
390,212051,13716778803,2,2,0.012679645258417804,1264241510575,0.0018769846613021304,7
391,904,383636,0,0,0.8930621224117218,21962864,0.16199812597524543,10
392,74909,1800955926,0,1,0.8592385009354762,104652975990,0.11529841610166651,8
393,3221,1149096,3,0,0.6726267267872731,23701307,0.11017011288915673,3
394,2315,358639,0,0,0.6119047272869307,15035585,0.0995651999909918,8
395,4752,5036512,1,0,0.4393601115430912,390645020,0.061363259460173306,12
396,3382131,3458902064760,3,3,0.4232727677526643,99939352680709,0.06650499486718117,15
397,3400842,1883909534360,2,3,0.30508089534173133,78843534572208,0.04394267408018671,12
398,3050,1647989,2,0,0.8063794463860375,87694236,0.12825659829413943,14
399,6639926,6081950298185,0,3,0.23059117357404024,337410302850589,0.03574500256749868,8
400,3179,2497834,1,0,0.5709410020648324,231113406,0.08426215766043713,10
401,3736,1663957,1,0,0.2286631462130635,29463104,0.0452982302179378,17
402,2072282,976059529884,3,2,0.2238790747239815,61608244203638,0.04289489706051062,8
403,5461622,4624056945111,1,3,0.5810413279137321,453052978345833,0.07931674880323615,10
404,2315150,1212331198273,0,2,0.9529788678166101,107593065802850,0.11994247152217646,9
405,7973068,6282193565731,2,3,0.4240218913882039,561088275377140,0.07995272155539171,8
406,78315,2776120670,3,1,0.5221616409125992,91388392777,0.08279634849807915,14
407,1617033,163600065725,0,2,0.16861022585787222,16307031298983,0.025425195886009486,14
408,3235668,3714528380855,1,3,0.23641360248796073,279240852925486,0.03413167935889486,19
409,4542118,7477149983496,0,3,0.9240623402299499,298126571234388,0.17410241153578856,20
410,57554,235537776,1,1,0.14722325786269264,12988924396,0.022875384790621817,14
411,1945,107063,3,0,0.9883949023465802,9818078,0.15420531889204822,2
412,4476487,3781504998345,3,3,0.48472191114140084,302041819214285,0.08685239772398133,9
413,2278,17779,2,0,0.6215952455033367,1324692,0.10585451286393659,16
414,2226,1440075,3,0,0.7653749325449422,142892889,0.13725117160722222,4
415,539119,93445536639,2,2,0.9708087955233478,7542309055646,0.12355648581892403,14
416,3741376,2260437613540,0,3,0.13900434988737187,26247232621234,0.024325415288984516,5
417,611619,115052756931,0,2,0.5647119666929118,8959281557809,0.09505266320286264,16
418,1720,301952,0,0,0.6056932393986425,535844,0.0761299745205879,12
419,1719207,594040713149,2,2,0.5613659833666188,16930033995013,0.08438365191132144,18
420,21449,220407111,2,1,0.7029713856876422,11182349099,0.13450531099026009,15
421,1714,1128631,1,0,0.6588027989925584,45431854,0.11962494322992052,8
422,2588,386184,3,0,0.6100911931369717,24733646,0.08701912935904824,4
423,67961,35010580,2,1,0.5336210671283457,539442395,0.09120240709045144,8
424,4152694,5145237724877,0,3,0.4844202486307676,161928427272903,0.06881947478556026,1
425,1013367,280184552597,1,2,0.6840641112021868,9894413275187,0.11590218688335129,6
426,927072,251856793581,3,2,0.8491747636867261,14065914582830,0.13897373525471202,15
427,51737,882052198,1,1,0.4077652131675329,7958103051,0.05727658172719323,3
428,20069,35058913,0,1,0.9287389172743712,1796482701,0.12511451141715385,17
429,54125,327018172,2,1,0.07716185264551167,2951772221,0.01350342548519381,8
430,39944,677066898,2,1,0.6356281388771176,17205245556,0.09671546995152815,19
431,2449,1726185,0,0,0.44645056119222626,126900659,0.05997918730194534,10
432,467,108511,3,0,0.9544363670864882,2746299,0.11958115209851,14
433,2980,2292655,3,0,0.7295665678775594,39829830,0.09426303247738162,10
434,26801,320658107,1,1,0.47131020562466697,18295649826,0.08523256975984715,7
435,1388,662056,2,0,0.5155766157588259,28692975,0.06769214125379173,16
436,3303,4404536,0,0,0.41973671655279265,27716879,0.05970371782639913,6
437,8606076,2913047467534,1,3,0.5488807773260151,187615317542335,0.07179835758603965,7
438,5457234,4244273053819,3,3,0.25915352472776776,72503647068598,0.047348669900567596,15
439,6320062,16952135997351,1,3,0.6281209090323803,1380824405887166,0.1028357410493736,8
440,94835,1459930891,2,1,0.8807886396388288,125144316245,0.17028517406561564,15
441,1330,175967,0,0,0.9086258819646881,11969309,0.1368027714981045,16
442,1704360,1242180790715,2,2,0.796846704886674,57476627131036,0.11066644723273955,5
443,9494320,11419445822060,1,3,0.7064052712676501,354327926489803,0.10607297335821607,15
444,7287593,21187186759292,2,3,0.8543130462171846,912598891110401,0.16810759240857756,8
445,4861,8568330,2,0,0.636877991628738,240058159,0.11145648219366654,5
446,98475,2079726786,2,1,0.2987706962867591,89813106082,0.04126850788935312,4
447,8103493,21264849388054,2,3,0.3964458234629712,664393198974337,0.061993259311115566,19
448,13118,8534857,3,1,0.9399280632202123,311854249,0.12850269103269965,14
449,9765585,28738526341304,3,3,0.6197492374393028,2645703038724395,0.11530838258240174,11
450,3030,2385446,3,0,0.3527586395534995,53905335,0.05851909811913223,18
451,643663,8266495540,2,2,0.22725801649810295,586977174003,0.04414890745677117,8
452,7322580,26593321012845,0,3,0.4762472188876967,2464409818569819,0.08850125648997188,7
453,249,29247,1,0,0.4162624819283932,2763613,0.06716518648214923,11
454,8930966,4194232141107,2,3,0.596747884990737,57446290763520,0.10786665246670525,5
455,8277788,21948656331872,3,3,0.21108521341739306,87593721727609,0.037421475758815416,9
456,78992,2984277348,2,1,0.3690762876613568,249928558479,0.048103755783030736,5
457,3996,7518869,1,0,0.2770088104604257,451871020,0.05442012162730944,2
458,795738,148505419679,0,2,0.4596230399861506,10638562787301,0.08536538419136061,7
459,2575,172051,3,0,0.9746680654179453,4966986,0.16077984824589137,2
460,84033,577413964,0,1,0.9717591477058849,18576710634,0.18509516363265785,19
461,4347,1438101,1,0,0.13432310511130185,78107697,0.017584455079421652,16
462,39234,183507944,3,1,0.08437210666335204,1179635990,0.011308028717855622,3
463,304296,46194579304,1,2,0.09446648136394897,4279126807601,0.01661991054952732,1
464,1107,215686,3,0,0.8340832248018137,7017804,0.1117749971199056,1
465,5872150,1005722451764,0,3,0.09951294469209082,91629895960095,0.017027691252333714,13
466,4744956,6996771279246,3,3,0.8020271780116095,22533010013171,0.10529949245574849,19
467,2514456,538933453118,1,3,0.29381258041340175,1051607531403,0.037173381005361335,1
468,2087841,729038517859,3,2,0.3574720105559135,55719962451058,0.06559859121706804,18
469,88407,3837499959,3,1,0.5047782144518641,284598980089,0.09164498246222559,16
470,32972,425001084,2,1,0.31266348795032195,10922937473,0.05549427025668763,10
471,2916885,150982008358,1,3,0.9598189304521646,8642167638702,0.15407983007436774,11
472,1494201,773210562405,3,2,0.46518673942720723,76632057921568,0.07258794495385867,7
473,2615,845705,1,0,0.9137143474399056,59127018,0.15054896972456064,2
474,1935,1452777,0,0,0.19561694877856617,26717715,0.027482123777597012,6
475,135870,6804589853,3,2,0.7489595617064303,216015139760,0.11447524317047146,12
476,34897,7410352,2,1,0.6001312575395663,580711566,0.08193387196477481,11
477,1500,934643,0,0,0.7603418466184781,10538419,0.1347806208271509,5
478,411928,41192148113,1,2,0.30218874832524567,3473147654680,0.04982416741309123,15
479,76392,2915705753,1,1,0.7250831185646363,207977748185,0.12533768215875088,4
480,7209028,9977651728218,3,3,0.7875481805304878,292069635233911,0.11042671899558054,2
481,1388,517351,0,0,0.15223401466100095,48281747,0.02153630577706994,5
482,7331116,2229224145485,3,3,0.9041957099522968,72639515211901,0.1422815141024331,3
483,1381579,937696890640,0,2,0.8401337908672177,91522439917399,0.11447882013403508,7
484,3388842,343341027498,2,3,0.7633226870135817,24522001925189,0.1138811331161844,1
485,9950871,3582821138794,0,3,0.017333331233406413,212151764017736,0.0023877385134286845,5
486,30925,346919350,1,1,0.1823108241019762,23810987183,0.024736667299420447,18
487,3956073,3596624374952,3,3,0.34637732482254757,164133207482264,0.06652549113595897,20
488,81290,2227015123,0,1,0.9798320314156309,136448716789,0.14338262188248366,3
489,58455,367808180,2,1,0.6663305386880888,34902666465,0.10334659186478483,10
490,35467,50039481,1,1,0.21428785975816478,2397925679,0.030090617979002043,9
491,3144425,2759835873869,1,3,0.2603128908515594,93463840902433,0.03784677810287056,13
492,2894067,23253880112,0,3,0.8273127751156593,1015260052956,0.11894972145467385,5
493,684573,154452021999,3,2,0.29153681210782934,5831520986980,0.04661473274536134,13
494,431,3424,1,0,0.5247143494815001,217241,0.08321097537915258,8
495,5382454,9135704977798,3,3,0.19730904988500508,431359657793819,0.026857334755156975,9
496,2148,129007,1,0,0.7816048873700199,2758629,0.1042573966998362,11
497,2966,4217822,0,0,0.17388390840977352,194296508,0.0339834893286516,11
498,68978,483531832,0,1,0.41462289203677294,43851788799,0.06438940423771518,1
499,408686,66065543614,0,2,0.7360786946638319,4609307114048,0.11865484784551848,4
500,2196,309962,2,0,0.3318794280007462,9355848,0.06348764801202982,15
501,3388,1695760,1,0,0.5317964683058422,62111863,0.08144501607574131,15
502,71083,2421358486,2,1,0.09814868986294878,227902011838,0.01345190012168846,8
503,4739555,1655129861925,1,3,0.9388384033503399,114504699047874,0.15231688536962476,1
504,9327390,14636287425719,0,3,0.4718764722507863,299467221595208,0.08149069800124403,2
505,1735,1011149,3,0,0.3047932890494598,28349139,0.05520637084970427,2
506,3942438,7363929208866,2,3,0.9271986929339189,470508564821244,0.13515263764805707,7
507,1126,501418,3,0,0.05105024037240247,29640794,0.006648679909125639,4
508,5901613,1373909499736,3,3,0.332223318571656,112609675121766,0.04199410090715059,20
509,2224,230922,3,0,0.38046770397290364,13730200,0.05723371658417035,13
510,539,103082,2,0,0.796419763871977,2670940,0.107539590317291,15
511,513981,43947018065,0,2,0.32547055306834627,4305121022646,0.05930423970831493,16
512,3757822,6340778987979,2,3,0.10710034628743148,64993134310776,0.017847289599235778,2
513,376,8284,3,0,0.27488710232051283,490226,0.03583692737182659,18
514,17227,113242125,0,1,0.5339280823586003,6977805434,0.06722393769220117,8
515,36144,641117529,2,1,0.02198597664917401,25527387133,0.0034018008882765395,9
516,9799860,44391150068183,2,3,0.9256421839416096,1920621011740760,0.13448322321486364,15
517,3146162,3049877559391,3,3,0.19008433511096123,144455783886892,0.03546214410841273,17
518,2886242,185509359706,1,3,0.06792761994311769,7186440537411,0.013565283563691273,9
519,74326,443673001,3,1,0.19375433045517976,11885038898,0.03370861518826055,5
520,2131822,667069897896,0,2,0.5658371559888469,18060690271434,0.07614109868080796,3
521,2598,1090774,2,0,0.6318978231553192,63672561,0.08342435225287767,10
522,64574,1392035389,0,1,0.26498943293275135,88739918859,0.04867905042748254,3
523,85132,2732115457,3,1,0.0523380550552881,20421820065,0.007450083606517523,13
524,16217,86058951,1,1,0.7810646098802253,5563808939,0.1053937227300475,3
525,150,2653,3,0,0.5471153806500307,80085,0.07063597189023836,10
526,58729,396316296,1,1,0.2066880804406045,19714834578,0.03318027398181855,13
527,86295,2061802964,1,1,0.8733479341264638,26696546121,0.11531669479124515,16
528,3714,3784201,1,0,0.032672355214358184,206037441,0.00606287588481836,7
529,4168,8562175,2,0,0.39441158702437984,574398071,0.056114422487501835,7
530,38518,256559539,0,1,0.54476919858856,12653024932,0.10440878538383937,19
531,56,1513,3,0,0.5896495881126633,63456,0.10928964598886713,12
532,92312,1052248111,0,1,0.09300368361654066,79547035153,0.016631316865197254,17
533,3849503,4571496033485,1,3,0.13881745669230605,240790237480073,0.019243798182257032,2
534,587,64696,3,0,0.16717489343541048,4974980,0.023505600267579252,7
535,8259,13337349,1,1,0.889251141982123,796428738,0.11117794690646934,8
536,1183,672503,2,0,0.8211976649289437,36631980,0.11681537808478652,16
537,6742830,718638365748,0,3,0.383166505334689,59648488906169,0.055037457436182116,19
538,1298475,668834799979,3,2,0.5723349037365562,25122530497691,0.07473630888056007,9
539,81943,1324071734,0,1,0.7899714762463795,68100780447,0.13217205283103217,3
540,5294080,12609717794637,0,3,0.1077581691373316,1082618376267230,0.021118387033559637,5
541,4681782,3739344579427,0,3,0.14108950698601508,185587846793395,0.024284062638147124,17
542,1786522,270039059326,2,2,0.6373082169328025,13036080235999,0.08712870157804767,15
543,1985471,905173915038,2,2,0.6538806723304235,35691551001947,0.11749775736962122,9
544,1866,306892,1,0,0.8754954092520909,4363514,0.11192768463612734,7
545,68082,1493866933,1,1,0.8442647615125413,39968791157,0.10775978585285387,7
546,7571867,1019805958890,1,3,0.10124355933206308,78174456208123,0.013823924600644043,15
547,12542,23616956,2,1,0.7028576037451361,2007580135,0.1387654996987196,4
548,6831969,2481528372986,0,3,0.5739639592800239,194238921683369,0.10532480929886658,12
